bhk,propertytype,location,sqft,pricepersqft,totalprice
3,Flat,Guwahati,1335,5400,3600000
3,Flat,Guwahati,1370,5200,3200000
3,Flat,Guwahati,856,5004,4800000
2,Flat,Guwahati,1395,5100,3000000
3,Flat,Guwahati,928,5615,3679999
2,Flat,Guwahati,928,4273,3350000
2,Flat,Guwahati,885,3850,3340000
2,Flat,Guwahati,885,5800,3200000
2,Flat,Guwahati,1205,4564,3190000
3,Flat,Guwahati,950,9162,4990000
2,Flat,Guwahati,960,6061,3500000
2,Flat,Guwahati,740,6098,2600000
2,Flat,Guwahati,1700,6729,4630000
3,Flat,Guwahati,1214,5070,3600000
3,Flat,Guwahati,1030,4167,6390683
2,Flat,Guwahati,900,4941,6390683
3,Flat,Guwahati,1000,6976,6390683
3,Flat,Guwahati,1500,5400,6390683
3,Flat,Guwahati,2050,5200,6390683
3,Flat,Guwahati,1544,5004,6390683
3,Flat,Guwahati,1596,5100,8430000
3,Flat,Guwahati,1362,6583,11100000
2,Flat,Guwahati,804,5225,7350000
3,Flat,Guwahati,1309,5043,5230000
3,Flat,Guwahati,698,12712,6550000
2,Flat,Guwahati,1087,5615,6170000
3,Flat,Guwahati,1355,4273,8950000
3,Flat,Guwahati,886,3850,8130000
3,Flat,Guwahati,1180,5800,5890000
2,Flat,Guwahati,1800,6061,4200000
3,Flat,Guwahati,885,6729,8530000
3,Flat,Guwahati,1528,4641,5500000
2,Flat,Guwahati,820,4167,5000000
2,Flat,Guwahati,1350,4583,5000000
3,Flat,Guwahati,1070,4941,6500000
3,Flat,Guwahati,945,4769,7200000
3,Flat,Guwahati,615,5744,5420000
2,Flat,Guwahati,1200,5354,4700000
2,Flat,Guwahati,1200,4500,5000000
3,Flat,Guwahati,750,477,5500000
2,Flat,Guwahati,1300,5462,4200000
3,Flat,Guwahati,1544,6976,6200000
3,Flat,Guwahati,1596,5400,8430000
3,Flat,Guwahati,1362,5200,11100000
2,Flat,Guwahati,804,5004,7350000
3,Flat,Guwahati,1309,5100,5230000
3,Flat,Guwahati,698,6583,6550000
2,Flat,Guwahati,1087,5225,6170000
3,Flat,Guwahati,1355,5043,8950000
3,Flat,Guwahati,886,12712,8130000
3,Flat,Guwahati,1180,5615,5890000
2,Flat,Guwahati,1800,5800,4200000
3,Flat,Guwahati,885,9162,8530000
3,Flat,Guwahati,1528,6061,5500000
2,Flat,Guwahati,820,6729,5000000
2,Flat,Guwahati,1350,4641,5000000
3,Flat,Guwahati,1070,5070,6500000
3,Flat,Guwahati,945,4167,7200000
3,Flat,Guwahati,615,4583,5420000
2,Flat,Guwahati,1200,4941,4700000
2,Flat,Guwahati,1200,4769,5000000
3,Flat,Guwahati,750,5744,5500000
2,Flat,Guwahati,1300,5354,4200000
3,Flat,Guwahati,1445,4500,6200000
3,Flat,Guwahati,1214,477,8300000
3,Flat,Guwahati,1200,5462,9000000
3,Flat,Guwahati,910,6976,6800000
3,Flat,Guwahati,1596,5200,8430000
3,Flat,Guwahati,1362,5004,11100000
2,Flat,Guwahati,804,5100,7350000
3,Flat,Guwahati,1309,6583,5230000
3,Flat,Guwahati,698,5225,6550000
2,Flat,Guwahati,1087,5043,6170000
3,Flat,Guwahati,1355,12712,8950000
3,Flat,Guwahati,886,5615,8130000
3,Flat,Guwahati,1180,4273,5890000
2,Flat,Guwahati,1800,4564,4200000
3,Flat,Guwahati,885,6061,8530000
3,Flat,Guwahati,1528,6098,5500000
2,Flat,Guwahati,820,4641,5000000
2,Flat,Guwahati,1350,5070,5000000
3,Flat,Guwahati,1070,4167,6500000
3,Flat,Guwahati,945,4583,7200000
3,Flat,Guwahati,615,4941,5420000
2,Flat,Guwahati,1200,4769,4700000
2,Flat,Guwahati,1200,5744,5000000
3,Flat,Guwahati,750,5354,5500000
2,Flat,Guwahati,1300,4500,4200000
3,Flat,Guwahati,1445,477,6200000
3,Flat,Guwahati,1214,5462,8300000
3,Flat,Guwahati,1200,6976,9000000
3,Flat,Guwahati,910,5400,6800000
3,Flat,Guwahati,1596,5004,8430000
3,Flat,Guwahati,1362,5100,11100000
2,Flat,Guwahati,804,6583,7350000
3,Flat,Guwahati,1309,5225,5230000
3,Flat,Guwahati,698,5043,6550000
2,Flat,Guwahati,1087,12712,6170000
3,Flat,Guwahati,1355,5615,8950000
3,Flat,Guwahati,886,4273,8130000
3,Flat,Guwahati,1180,3850,5890000
2,Flat,Guwahati,1800,9162,4200000
3,Flat,Guwahati,885,6098,8530000
3,Flat,Guwahati,1528,6729,5500000
2,Flat,Guwahati,820,5070,5000000
2,Flat,Guwahati,1350,4167,5000000
3,Flat,Guwahati,1070,4583,6500000
3,Flat,Guwahati,945,4941,7200000
3,Flat,Guwahati,615,4769,5420000
2,Flat,Guwahati,1200,5744,4700000
2,Flat,Guwahati,1200,5354,5000000
3,Flat,Guwahati,750,4500,5500000
2,Flat,Guwahati,1300,477,4200000
3,Flat,Guwahati,1941,3241,5500000
3,Flat,Guwahati,1941,4286,5670000
2,Flat,Guwahati,1941,3608,2100000
3,Flat,Guwahati,1941,6583,4800000
2,Flat,Guwahati,1941,4583,6390683
3,Flat,Guwahati,1941,4769,6390683
2,Flat,Gwalior,1000,3455,3800000
2,Flat,Gwalior,860,3495,3600000
2,Flat,Gwalior,880,3400,3400000
3,Flat,Gwalior,1100,4364,4800000
3,Flat,Gwalior,1000,4500,4500000
3,Flat,Gwalior,1681,5651,9500000
2,Flat,Gwalior,800,5333,4800000
2,Flat,Gwalior,760,3375,2700000
2,Flat,Gwalior,760,3478,4000000
2,Flat,Gwalior,888,5068,4500000
2,Flat,Gwalior,1234,2774,3420000
3,Flat,Gwalior,1150,4348,5000000
2,Flat,Gwalior,1100,2333,4600000
2,Flat,Gwalior,800,2667,2500000
3,Flat,Gwalior,983,6667,3500000
2,Flat,Gwalior,650,4342,3000000
2,Flat,Gwalior,1200,6207,3200000
2,Flat,Gwalior,792,2923,3300000
2,Flat,Gwalior,725,5244,4500000
2,Flat,Gwalior,650,4500,1900000
2,Flat,Gwalior,732,4091,3500000
3,Flat,Gwalior,950,5000,3500000
2,Flat,Gwalior,925,3415,2000000
2,Flat,Gwalior,900,4733,4720000
3,Flat,Gwalior,1000,4342,4500000
3,Flat,Gwalior,1100,2667,4500000
3,Flat,Gwalior,1500,3333,7500000
2,Flat,Gwalior,750,2308,3600000
2,Flat,Gwalior,732,4167,2500000
3,Flat,Gwalior,900,3800,2400000
2,Flat,Gwalior,700,3667,2400000
2,Flat,Gwalior,650,3125,1500000
3,Flat,Gwalior,1080,2327,4500000
3,Flat,Gwalior,1118,4310,7500000
2,Flat,Gwalior,750,3490,2750000
2,Flat,Gwalior,750,2906,2000000
2,Flat,Gwalior,580,2581,2500000
2,Flat,Gwalior,800,3900,2200000
3,Flat,Gwalior,1050,8000,4000000
2,Flat,Gwalior,1200,3566,4000000
2,Flat,Gwalior,690,3295,2500000
2,Flat,Gwalior,683,4225,3000000
2,Flat,Gwalior,452,4800,3000000
2,Flat,Gwalior,736,3955,2800000
2,Flat,Gwalior,950,3600,2750000
2,Flat,Gwalior,645,3770,2300000
2,Flat,Gwalior,1220,5000,4700000
3,Flat,Gwalior,1020,4000,4800000
2,Flat,Gwalior,880,15000,2900000
3,Flat,Gwalior,1375,3333,4400000
2,Flat,Gwalior,710,4828,3000000
3,Flat,Gwalior,1000,8267,4800000
2,Flat,Gwalior,670,3368,2650000
2,Flat,Gwalior,750,3400,2700000
2,Flat,Gwalior,1220,2833,4600000
2,Flat,Gwalior,800,4667,3200000
2,Flat,Gwalior,750,2444,2500000
3,Flat,Gwalior,1400,3214,7000000
3,Flat,Gwalior,1455,3279,4900000
2,Flat,Gwalior,900,4421,2550000
2,Flat,Gwalior,750,3667,2900000
3,Flat,Gwalior,1200,4375,4500000
2,Flat,Gwalior,1220,2947,4000000
2,Flat,Gwalior,800,2727,4300000
3,Flat,Gwalior,900,2308,4500000
2,Flat,Gwalior,654,2604,4200000
2,Flat,Gwalior,900,6250,3300000
2,Flat,Gwalior,600,4022,2500000
2,Flat,Gwalior,800,3023,3500000
2,Flat,Gwalior,800,4333,3700000
2,Flat,Gwalior,850,6286,2800000
2,Flat,Gwalior,750,4804,3000000
3,Flat,Gwalior,1250,4062,3600000
3,Flat,Gwalior,860,2838,3700000
3,Flat,Gwalior,1300,3676,6500000
2,Flat,Gwalior,860,5625,2600000
2,Flat,Gwalior,550,4800,2600000
2,Flat,Gwalior,790,3750,3800000
3,Flat,Gwalior,1300,3200,6500000
2,Flat,Gwalior,755,6200,3200000
2,Flat,Gwalior,570,680,2100000
2,Flat,Gwalior,1200,5000,4400000
2,Flat,Gwalior,650,5729,3500000
2,Flat,Gwalior,700,6562,2500000
2,Flat,Gwalior,800,333,4500000
2,Flat,Gwalior,1200,2917,6500000
2,Flat,Gwalior,1200,4374,4500000
2,Flat,Gwalior,750,3633,2400000
2,Flat,Gwalior,960,2376,5500000
3,Flat,Gwalior,1250,2800,10500000
2,Flat,Gwalior,650,4750,3250000
3,Flat,Gwalior,1150,4182,5000000
3,Flat,Gwalior,933,3368,6500000
3,Flat,Gwalior,960,4368,6400000
2,Flat,Gwalior,991,8500,3600000
2,Flat,Gwalior,991,3636,3500000
2,Flat,Gwalior,800,4648,4500000
3,Flat,Gwalior,900,2545,3500000
3,Flat,Gwalior,870,3412,4600000
2,Flat,Gwalior,950,4500,3200000
2,Flat,Gwalior,850,6125,3500000
2,Flat,Gwalior,870,5556,3800000
2,Flat,Gwalior,750,4840,3800000
2,Flat,Gwalior,550,3500,2000000
2,Flat,Gwalior,710,3250,3300000
2,Flat,Gwalior,880,4400,3600000
3,Flat,Gwalior,1190,5333,10000000
2,Flat,Gwalior,625,3852,2600000
2,Flat,Gwalior,800,2500,2900000
2,Flat,Gwalior,1000,3250,4500000
2,Flat,Gwalior,800,4545,4900000
2,Flat,Gwalior,731,3077,2750000
3,Flat,Gwalior,900,7273,5000000
2,Flat,Gwalior,662,5000,4700000
3,Flat,Gwalior,1022,6000,5000000
2,Flat,Gwalior,800,3200,2800000
2,Flat,Gwalior,600,3273,2600000
3,Flat,Gwalior,885,6000,3979999
2,Flat,Gwalior,620,4848,2600000
2,Flat,Gwalior,612,2842,2400000
2,Flat,Gwalior,700,9375,3300000
2,Flat,Gwalior,750,5000,3200000
2,Flat,Gwalior,600,5412,3500000
2,Flat,Gwalior,1298,4377,5000000
3,Flat,Gwalior,1120,4688,2800000
2,Flat,Gwalior,750,5138,2600000
2,Flat,Gwalior,805,3667,5000000
2,Flat,Gwalior,1040,3062,3200000
3,Flat,Gwalior,1000,2963,6000000
2,Flat,Gwalior,520,5600,1800000
3,Flat,Gwalior,1485,2385,7200000
2,Flat,Gwalior,950,3733,2700000
2,Flat,Gwalior,1037,4933,7500000
3,Flat,Gwalior,1300,6471,6500000
3,Flat,Gwalior,1245,3529,4000000
3,Flat,Gwalior,1500,2133,6200000
2,Flat,Gwalior,1000,4326,2500000
3,Flat,Gwalior,1250,2327,7000000
2,Flat,Gwalior,850,3500,3600000
2,Flat,Gwalior,650,2417,2800000
2,Flat,Gwalior,750,3081,3700000
2,Flat,Gwalior,805,5667,3990000
3,Flat,Gwalior,1100,6087,4500000
2,Flat,Gwalior,776,3333,3000000
2,Flat,Gwalior,1250,2932,5500000
2,Flat,Gwalior,690,3200,2500000
2,Flat,Gwalior,900,6250,3900000
2,Flat,Gwalior,860,2429,4500000
2,Flat,Gwalior,725,3333,3000000
3,Flat,Gwalior,1250,3143,4500000
3,Flat,Gwalior,1387,3421,6000000
3,Flat,Gwalior,1000,4733,3500000
2,Flat,Gwalior,1030,3125,3500000
3,Flat,Gwalior,1475,2206,7000000
2,Flat,Gwalior,750,4375,2500000
2,Flat,Gwalior,1262,3833,3700000
2,Flat,Gwalior,1300,3000,4500000
2,Flat,Haridwar,720,4153,3800000
2,Flat,Haridwar,810,4922,2600000
2,Flat,Haridwar,1280,2929,6300000
2,Flat,Haridwar,1280,6250,4300000
2,Flat,Haridwar,400,5453,2500000
3,Flat,Haridwar,1467,4321,8000000
2,Flat,Haridwar,810,4878,3500000
3,Flat,Haridwar,1025,5538,5000000
3,Flat,Haridwar,1210,5112,4500000
2,Flat,Haridwar,915,4545,4000000
3,Flat,Haridwar,1467,3364,7500000
2,Flat,Haridwar,1025,4608,3700000
2,Flat,Haridwar,900,3600,5000000
2,Flat,Haridwar,815,6250,5000000
2,Flat,Haridwar,650,2137,3200000
2,Flat,Haridwar,1280,6176,4200000
2,Flat,Haridwar,1139,1941,2500000
3,Flat,Haridwar,1550,4211,10500000
2,Flat,Haridwar,880,3733,4000000
2,Flat,Haridwar,800,3529,2000000
2,Flat,Haridwar,600,3250,3500000
3,Flat,Haridwar,1700,3445,6000000
2,Flat,Haridwar,800,2500,2600000
2,Flat,Haridwar,900,3778,2200000
2,Flat,Haridwar,760,5714,5500000
2,Flat,Haridwar,750,4132,5700000
2,Flat,Haridwar,760,8591,4000000
2,Flat,Haridwar,1010,4000,4000000
3,Flat,Haridwar,1210,5500,5000000
2,Flat,Haridwar,330,3182,850000
2,Flat,Haridwar,625,7083,3000000
2,Flat,Haridwar,1280,3636,6500000
3,Flat,Haridwar,1700,6000,10200000
2,Flat,Haridwar,1100,3867,3500000
2,Flat,Haridwar,1158,3529,3550000
3,Flat,Haridwar,1800,2564,6500000
3,Flat,Haridwar,900,3802,8500000
2,Flat,Haridwar,1100,3182,4000000
2,Flat,Haridwar,750,3448,2900000
2,Flat,Haridwar,850,4826,3000000
3,Flat,Haridwar,859,4040,4600000
2,Flat,Haridwar,1180,3754,6000000
2,Flat,Haridwar,900,3246,7000000
3,Flat,Haridwar,1782,2500,7200000
2,Flat,Haridwar,740,2556,1600000
2,Flat,Haridwar,840,4175,3700000
2,Flat,Haridwar,750,4308,2500000
2,Flat,Haridwar,592,5246,1600000
2,Flat,Haridwar,1006,5224,4200000
2,Flat,Haridwar,1100,4630,3500000
2,Flat,Haridwar,1100,667,3500000
2,Flat,Haridwar,1070,3188,4700000
2,Flat,Haridwar,915,2750,4800000
3,Flat,Haridwar,1350,2778,900000
2,Flat,Haridwar,1280,2462,6500000
2,Flat,Haridwar,900,3256,3700000
2,Flat,Haridwar,750,5714,2200000
2,Flat,Haridwar,880,4942,3500000
2,Flat,Haridwar,1075,2333,3500000
3,Flat,Haridwar,1300,2800,4500000
2,Flat,Haridwar,950,3963,3400000
2,Flat,Haridwar,775,2083,2350000
2,Flat,Haridwar,1170,6407,3700000
2,Flat,Haridwar,607,3000,3000000
3,Flat,Haridwar,1388,3270,5500000
2,Flat,Haridwar,1280,2500,4500000
3,Flat,Haridwar,1200,3125,2500000
2,Flat,Haridwar,903,1800,2500000
3,Flat,Haridwar,1350,3200,7000000
2,Flat,Haridwar,994,2917,3250000
2,Flat,Haridwar,672,3095,2100000
2,Flat,Haridwar,500,3110,750000
3,Flat,Haridwar,1600,3750,5000000
2,Flat,Haridwar,1085,3368,4783069
2,Flat,Haridwar,1447,3378,4783069
2,Flat,Haridwar,950,1474,3200000
2,Flat,Haridwar,1085,3750,4500000
2,Flat,Haridwar,1280,3304,4200000
2,Flat,Haridwar,1038,3846,2300000
2,Flat,Haridwar,1038,2368,2000000
3,Flat,Howrah,1051,4730,4400000
3,Flat,Howrah,1219,5012,6110000
3,Flat,Howrah,911,4643,4230000
3,Flat,Howrah,789,4644,3660000
3,Flat,Howrah,858,5708,6250000
3,Flat,Howrah,860,4200,6900000
2,Flat,Howrah,615,7216,5200000
3,Flat,Howrah,957,6386,5370000
3,Flat,Howrah,802,4433,5790000
3,Flat,Howrah,1331,11252,8500000
2,Flat,Howrah,1015,7358,4500000
3,Flat,Howrah,965,3500,7100000
3,Flat,Howrah,1000,9600,3500000
3,Flat,Howrah,950,6554,4800000
3,Flat,Howrah,1080,13936,7080000
2,Flat,Howrah,905,2381,5680000
3,Flat,Howrah,1100,4260,4000000
3,Flat,Howrah,861,4294,6790000
3,Flat,Howrah,950,8364,5500000
2,Flat,Howrah,815,4496,3500000
3,Flat,Howrah,1557,3333,7000000
3,Flat,Howrah,800,3272,3400000
2,Flat,Howrah,505,8904,2150000
2,Flat,Howrah,722,13575,2500000
3,Flat,Howrah,1460,6750,13000000
3,Flat,Howrah,854,3973,5200000
2,Flat,Howrah,747,8156,3500000
2,Flat,Howrah,881,3500,3500000
3,Flat,Howrah,1410,4877,11500000
2,Flat,Howrah,800,4028,2800000
2,Flat,Howrah,524,4117,3950000
3,Flat,Howrah,1291,7707,5200000
3,Flat,Howrah,1506,6750,6200000
2,Flat,Howrah,519,6021,4000000
3,Flat,Howrah,1910,2717,11500000
2,Flat,Howrah,800,11450,3500000
3,Flat,Howrah,1815,6933,6500000
2,Flat,Howrah,624,8688,3229999
2,Flat,Howrah,750,4216,5200000
3,Flat,Howrah,1600,4327,13899999
2,Flat,Howrah,785,3000,2750000
2,Flat,Howrah,925,3692,3900000
2,Flat,Howrah,832,5333,3600000
2,Flat,Howrah,638,5000,2550000
2,Flat,Howrah,500,10557,2400000
3,Flat,Howrah,1076,3178,8000000
2,Flat,Howrah,600,2399,3500000
2,Flat,Howrah,850,11575,3000000
3,Flat,Howrah,1230,2703,2950000
2,Flat,Howrah,730,7668,2800000
2,Flat,Howrah,640,3727,2000000
2,Flat,Howrah,652,8120,5000000
3,Flat,Howrah,1220,5789,2930000
2,Flat,Howrah,1170,3765,9500000
2,Flat,Howrah,750,3273,5500000
2,Flat,Howrah,600,2447,1760000
2,Flat,Howrah,940,1778,2300000
2,Flat,Howrah,650,2564,2400000
2,Flat,Howrah,700,2562,2800000
2,Flat,Howrah,810,2560,2590000
2,Flat,Howrah,950,8562,4500000
2,Flat,Howrah,380,16279,1500000
2,Flat,Howrah,800,5322,2050000
2,Flat,Howrah,750,6316,1920000
2,Flat,Howrah,850,15942,4800000
2,Flat,Howrah,517,10664,4000000
3,Flat,Howrah,1181,5111,9500000
2,Flat,Howrah,720,3455,1750000
2,Flat,Howrah,869,4750,1800000
2,Flat,Howrah,500,2963,1600000
3,Flat,Howrah,1350,2648,6900000
3,Flat,Howrah,1100,5106,3800000
3,Flat,Howrah,1400,10984,7600000
3,Flat,Howrah,1350,2800,4000000
3,Flat,Howrah,1133,4348,3000000
3,Flat,Howrah,1160,6364,6000000
2,Flat,Howrah,881,5128,2470000
3,Flat,Howrah,920,3652,4000000
3,Flat,Howrah,1100,26093,7000000
3,Flat,Howrah,1290,5238,9890000
3,Flat,Howrah,950,3530,6000000
3,Flat,Howrah,650,14615,2600000
2,Flat,Howrah,901,2637,5500000
3,Flat,Howrah,1133,3722,4000000
3,Flat,Howrah,850,2727,3200000
2,Flat,Howrah,948,4574,2500000
2,Flat,Howrah,900,27500,3350000
3,Flat,Howrah,1100,3077,4500000
2,Flat,Howrah,1100,6782,3000000
2,Flat,Howrah,940,2811,4300000
3,Flat,Howrah,946,6790,7000000
2,Flat,Howrah,650,4692,2000000
3,Flat,Howrah,1327,2636,9000000
2,Flat,Howrah,770,7407,2550000
2,Flat,Howrah,640,3000,4500000
3,Flat,Howrah,911,1869,7500000
2,Flat,Howrah,660,7875,5500000
3,Flat,Howrah,1127,3125,6100000
3,Flat,Howrah,1475,4137,14000000
3,Flat,Howrah,1000,7637,3000000
2,Flat,Howrah,535,2564,1000000
3,Flat,Howrah,800,6182,6300000
3,Flat,Howrah,1120,6205,3500000
2,Flat,Howrah,761,2439,6170000
3,Flat,Howrah,1136,2429,4700000
2,Flat,Howrah,982,10455,7500000
2,Flat,Howrah,858,5067,2200000
3,Flat,Howrah,1100,3077,6800000
2,Flat,Howrah,748,3401,2200000
2,Flat,Howrah,700,2926,1700000
2,Flat,Howrah,700,9670,3800000
2,Flat,Howrah,520,3593,2000000
2,Flat,Howrah,829,2400,2900000
2,Flat,Howrah,735,5000,2500000
3,Flat,Howrah,1128,8571,3300000
2,Flat,Howrah,650,3571,2000000
3,Flat,Howrah,910,3009,8800000
2,Flat,Howrah,700,5147,3000000
2,Flat,Howrah,750,4145,1800000
2,Flat,Howrah,700,3521,3500000
3,Flat,Howrah,1050,15000,9000000
3,Flat,Howrah,1200,6667,5000000
2,Flat,Howrah,680,5083,3500000
2,Flat,Howrah,965,2264,4000000
2,Flat,Howrah,784,4167,3800000
2,Flat,Howrah,560,3294,2500000
3,Flat,Howrah,1650,4000,11000000
2,Flat,Howrah,846,4615,4300000
2,Flat,Howrah,530,3812,1200000
3,Flat,Howrah,1100,6500,5000000
3,Flat,Howrah,850,4264,2800000
3,Flat,Howrah,1080,4667,3500000
2,Flat,Howrah,500,3200,2000000
2,Flat,Howrah,375,3538,850000
3,Flat,Howrah,1300,4322,6000000
2,Flat,Howrah,892,4502,3400000
3,Flat,Howrah,1000,3322,6500000
3,Flat,Howrah,1325,5108,5650000
2,Flat,Howrah,675,2778,3150000
2,Flat,Howrah,500,8729,1600000
2,Flat,Howrah,650,6807,2300000
3,Flat,Howrah,944,2609,5100000
2,Flat,Howrah,1155,8477,5200000
2,Flat,Howrah,800,5215,2900000
2,Flat,Howrah,651,4000,4500000
3,Flat,Howrah,1350,4401,12500000
3,Flat,Howrah,1616,5941,11000000
2,Flat,Howrah,755,3333,6400000
3,Flat,Howrah,1630,3500,8500000
2,Flat,Howrah,700,7692,3500000
2,Flat,Howrah,659,3338,1400000
2,Flat,Howrah,900,4200,5000000
2,Flat,Howrah,1010,2727,6000000
2,Flat,Howrah,630,3071,3500000
3,Flat,Howrah,900,5562,4000000
2,Flat,Howrah,800,4808,2800000
2,Flat,Howrah,570,7729,2300000
2,Flat,Howrah,630,2346,2650000
2,Flat,Howrah,1100,2434,3000000
2,Flat,Howrah,552,5241,1950000
3,Flat,Howrah,1600,3456,8900000
2,Flat,Howrah,483,4897,2500000
3,Flat,Howrah,1330,6081,10100000
2,Flat,Howrah,841,4717,6500000
3,Flat,Howrah,856,3497,3150000
2,Flat,Howrah,735,5340,5000000
2,Flat,Howrah,1302,2475,4500000
2,Flat,Howrah,1021,15000,5000000
2,Flat,Howrah,600,7954,4500000
3,Flat,Howrah,848,3519,4000000
3,Flat,Howrah,1100,6667,4000000
2,Flat,Howrah,672,7081,2350000
2,Flat,Howrah,1161,4241,6200000
2,Flat,Howrah,889,3213,2200000
3,Flat,Howrah,1119,3309,8900000
3,Flat,Howrah,1115,2727,6000000
3,Flat,Howrah,1050,10000,7000000
2,Flat,Howrah,918,4118,6500000
3,Flat,Howrah,1000,3654,4000000
3,Flat,Howrah,1500,3200,5600000
2,Flat,Howrah,621,3252,2700000
3,Flat,Howrah,1100,11485,3000000
2,Flat,Howrah,750,4615,3500000
2,Flat,Howrah,915,1852,3800000
2,Flat,Howrah,739,4286,2700000
3,Flat,Howrah,1147,2687,4170000
2,Flat,Howrah,615,3346,2000000
3,Flat,Howrah,980,6553,5700000
2,Flat,Howrah,640,4496,2400000
2,Flat,Howrah,650,3600,3000000
2,Flat,Howrah,864,3406,1600000
3,Flat,Howrah,1100,5769,6000000
2,Flat,Howrah,600,4352,3500000
2,Flat,Howrah,824,4174,2700000
2,Flat,Howrah,792,3895,2650000
3,Flat,Howrah,1320,4857,5000000
3,Flat,Howrah,1150,2800,7500000
2,Flat,Howrah,1170,5429,5260000
2,Flat,Howrah,630,5031,2700000
2,Flat,Howrah,763,2143,5090000
2,Flat,Howrah,1468,2455,5000000
3,Flat,Howrah,950,2807,7500000
3,Flat,Howrah,793,10959,4600000
3,Flat,Howrah,1102,3059,4600000
2,Flat,Howrah,747,4222,3700000
2,Flat,Howrah,550,4701,2100000
2,Flat,Howrah,740,5385,2100000
3,Flat,Howrah,1256,2585,6100000
3,Flat,Howrah,1750,1914,9500000
2,Flat,Howrah,667,3095,4000000
2,Flat,Howrah,650,3056,1500000
2,Flat,Howrah,1100,2500,2700000
2,Flat,Howrah,855,1917,2400000
2,Flat,Howrah,850,4274,2600000
3,Flat,Howrah,900,2344,3800000
3,Flat,Howrah,1172,4054,8000000
3,Flat,Hyderabad,1475,5593,8250000
3,Flat,Hyderabad,1600,4500,7200000
3,Flat,Hyderabad,1560,2799,4370000
3,Flat,Hyderabad,1707,5483,9360000
2,Flat,Hyderabad,1150,4350,5000000
3,Flat,Hyderabad,2602,7879,20500000
3,Flat,Hyderabad,2086,6305,13100000
3,Flat,Hyderabad,1681,7993,13400000
3,Flat,Hyderabad,1916,5400,10300000
3,Flat,Hyderabad,2630,7376,19400000
3,Flat,Hyderabad,1750,5486,9600000
3,Flat,Hyderabad,2810,8624,24200000
3,Flat,Hyderabad,2433,7069,17200000
3,Flat,Hyderabad,2405,8500,20400000
3,Flat,Hyderabad,2050,7399,15100000
3,Flat,Hyderabad,1649,6699,11000000
3,Flat,Hyderabad,1515,4600,6970000
2,Flat,Hyderabad,1210,5608,6790000
3,Flat,Hyderabad,1800,4399,7920000
3,Flat,Hyderabad,1898,7165,13600000
3,Flat,Hyderabad,2080,8000,16600000
3,Flat,Hyderabad,1965,8549,16700000
3,Flat,Hyderabad,1674,6999,11700000
3,Flat,Hyderabad,1839,7682,14100000
3,Flat,Hyderabad,2433,7069,17200000
3,Flat,Hyderabad,1400,4500,6300000
3,Flat,Hyderabad,1930,7199,13799999
3,Flat,Hyderabad,2865,7499,21400000
3,Flat,Hyderabad,2080,7999,16600000
3,Flat,Hyderabad,1650,5999,9900000
3,Flat,Hyderabad,2205,7100,15600000
3,Flat,Hyderabad,2260,7257,16399999
3,Flat,Hyderabad,1860,9103,16900000
3,Flat,Hyderabad,1950,5853,11399999
2,Flat,Hyderabad,1220,5000,6100000
2,Flat,Hyderabad,1200,5606,6730000
3,Flat,Hyderabad,2075,7819,16200000
3,Flat,Hyderabad,2004,8568,17100000
3,Flat,Hyderabad,4190,7200,30099999
3,Flat,Hyderabad,2430,8017,19400000
3,Flat,Hyderabad,2400,6699,16000000
2,Flat,Hyderabad,1265,5543,7009999
3,Flat,Hyderabad,1995,8590,17100000
3,Flat,Hyderabad,1635,5999,9810000
3,Flat,Hyderabad,1775,6000,10600000
3,Flat,Hyderabad,1725,7652,13200000
2,Flat,Hyderabad,1075,9999,10700000
3,Flat,Hyderabad,1495,5999,8970000
3,Flat,Hyderabad,2140,7500,16000000
3,Flat,Hyderabad,1675,4900,8209999
3,Flat,Hyderabad,2035,5946,12100000
2,Flat,Hyderabad,1190,7000,8330000
3,Flat,Hyderabad,1935,7399,14300000
3,Flat,Hyderabad,1840,9761,17900000
2,Flat,Hyderabad,1135,4800,5450000
3,Flat,Hyderabad,3040,9572,29100000
3,Flat,Hyderabad,2088,7375,15400000
3,Flat,Hyderabad,1850,5999,11000000
3,Flat,Hyderabad,1697,5600,9500000
3,Flat,Hyderabad,1700,8999,15200000
3,Flat,Hyderabad,2310,8699,15000000
3,Flat,Hyderabad,1765,7500,15300000
3,Flat,Hyderabad,2700,6700,20200000
3,Flat,Hyderabad,2240,5050,15000000
2,Flat,Hyderabad,1148,12165,5800000
3,Flat,Hyderabad,1660,4818,10700000
2,Flat,Hyderabad,895,5399,4310000
2,Flat,Hyderabad,910,7849,4910000
3,Flat,Hyderabad,2520,7899,19700000
3,Flat,Hyderabad,1500,5300,14200000
3,Flat,Hyderabad,1449,4999,7680000
3,Flat,Hyderabad,1855,9688,9270000
3,Flat,Hyderabad,1240,10199,10100000
3,Flat,Hyderabad,1543,6800,8820000
2,Flat,Hyderabad,1245,5500,8470000
2,Flat,Hyderabad,1380,11512,7590000
3,Flat,Hyderabad,1775,6344,9760000
2,Flat,Hyderabad,1010,10719,7930000
3,Flat,Hyderabad,1500,9999,11600000
3,Flat,Hyderabad,1450,5332,14400000
3,Flat,Hyderabad,2063,7099,11000000
3,Flat,Hyderabad,2140,6200,15100000
2,Flat,Hyderabad,1100,5200,8059999
3,Flat,Hyderabad,1400,6499,7280000
